participant_id,gender,content,token_count,ttr,pronoun_count,emotion_count
61,male,"A serene winter morning in Interlaken, Switzerland — standing on the frozen edge of Lake Brienz, surrounded by snow-covered mountains bathed in golden sunrise light, with partially frozen water reflecting the colors of the sky, and a few ducks on the ice. Crisp, peaceful atmosphere.",45,0.8222222222222222,0,0
61,male,"Suggest gift ideas for my cheerful, creative friend who loves painting, hiking, and coffee, and just started a remote design job in a small apartment. We’ll refine ideas until one feels perfect.",33,0.9090909090909091,2,0
61,male,"My fitness goals, diet, and time:45 minutes/day, 5 days a week. Suggest exercise and meal plan; we’ll refine for realism and preferences",23,0.9130434782608695,2,0
61,male,I want to become more productive in my daily life pleas suggest me the aspects to become more productive,19,0.7894736842105263,3,0
61,male,"Explain photosynthesis as a fun, simple story or game for a 5-year-old.",13,0.9230769230769231,0,0
61,male,Explain feminism simply and help me form an opinion.,9,1.0,1,0
61,male,Help me write a fictional short story with your suggestions and ideas.,12,1.0,2,0
61,male,"Write a fun and engaging dating profile bio for me, highlighting my personality, hobbies, and what I’m looking for in a partner.",23,0.8695652173913043,3,0
61,male,"Suggest ways to support a friend who’s going through a breakup, including comforting words, helpful actions, and ways to lift their spirits",23,0.8695652173913043,1,0
62,male,generate image a group of friends having fun in prague,10,1.0,0,0
62,male,neat desk with gaming monitor big speakers and tv  with applce macbook m4,13,0.9230769230769231,0,0
62,male,"speakers should be in whole great lamp in the room, king size bed",13,0.9230769230769231,0,0
62,male,tv in front wall of the bed with mood lighting,10,1.0,0,0
62,male,4 people shared apartment 2 b 2 g and want to divide house hold chores for the whole weel,16,1.0,0,0
62,male,"cooking and washing of utensils , clothes are separate activities of individuals",11,0.9090909090909091,0,0
62,male,remove food and laundry,4,1.0,0,0
62,male,also remove washing utensils and grocery,6,1.0,0,0
62,male,what to buy for a slavic girl age 25 loves to eat sushi,12,0.9166666666666666,0,0
62,male,for birthday ,2,1.0,0,0
62,male,mothers with young child should be  given a job this would be an argumen tin feminism right as ,18,0.9444444444444444,0,0
62,male,luxury sushi dinner looks nice also give idea for flowers and a card,13,1.0,0,0
62,male,vegetarian meal training 6 d a week 70 kg 18 per body fat also give a fitness routine,15,0.9333333333333333,0,0
62,male,add machines,2,1.0,0,0
62,male,i am a student i wake up have coffee attend classes from 9-15  i am not able to go to gym i get tired  a lot,25,0.76,4,0
62,male,how do you manage stress i cant control what deadline is coming voer,13,1.0,2,0
62,male,they dont have this much attention span,7,1.0,1,0
62,male,how to stay active i cant start running in middle of a campus,13,1.0,1,0
62,male,do you think desk pushups barely do anything,8,0.875,1,0
62,male,how do you explain a5 yr old who speaks english how photosynthesis work,13,0.9230769230769231,1,0
62,male,make it a story and relatable to everyday life,9,1.0,0,0
62,male,how will you explain carbon dioxide lol to 5 yr old,10,1.0,1,0
62,male,also oxygen,2,1.0,0,0
62,male,what is feminism,3,1.0,0,0
62,male,jus feminism in 20 wrods crisp,5,1.0,0,0
62,male,what are major arguments for and against it  today,9,1.0,0,0
62,male,"gender eq is correct, but do you think they need period leaves in offices",14,1.0,2,0
62,male,so all in all equal rights as with men in sectors which include more men so the number women could also grow,22,0.8181818181818182,0,0
62,male,50 word conclusion,2,1.0,0,0
62,male,write story with space x travellers encountering an alien and then there is a fight like mission impossible,18,1.0,0,1
62,male,"man 25  do fitness and boxing, listening to reggaeton and exploring new places",12,0.9166666666666666,0,0
62,male,create a dating profile bio,5,1.0,0,0
62,male,my friend is going through a break of 5 yr relation he is 25 male bit reserved and otherwise very social and outgoing once he get along support after a breakup,29,0.8620689655172413,3,0
62,male,"feels like he still in memories or moments with her, he cant forget them",14,0.9285714285714286,4,1
